Date,Close,High,Low,Open,Volume
2009-01-05 00:00:00+00:00,44729.986723643495,45172.728591244195,44348.01386714447,44812.93919084198,5413910000
2009-01-06 00:00:00+00:00,45337.62509046937,45781.44407393644,44977.71881148685,45166.40101565397,5392620000
2009-01-08 00:00:00+00:00,43999.09203232266,44012.151527404785,43374.21703718719,43805.63202560879,4991550000
2009-01-12 00:00:00+00:00,42200.64889816102,43177.27850017091,41912.60629632813,43177.27850017091,4725050000
2009-01-13 00:00:00+00:00,42604.37529502413,42859.967417733744,42126.91743375547,42506.63529716036,5567460000
2009-01-14 00:00:00+00:00,40993.46404818725,42193.17474865727,40716.64542073058,42193.17474865727,5407880000
2009-01-15 00:00:00+00:00,41064.82377977297,41446.88504774775,39765.33423454594,40979.65128297731,7807350000
2009-01-20 00:00:00+00:00,39382.50386657286,41555.043813516844,39345.82211627531,41555.043813516844,6375230000
2009-01-21 00:00:00+00:00,41283.510952985846,41356.226832498796,39517.67083387147,39639.03090183623,6467830000
2009-01-22 00:00:00+00:00,40614.52856063843,41215.27953702025,39818.92445142148,41215.27953702025,5843830000
2009-01-26 00:00:00+00:00,40547.71316574281,41321.27949898504,40117.30819335999,40350.44397354126,6039940000
2009-01-27 00:00:00+00:00,41263.03799177613,41494.30685703736,40760.00289711915,40852.70401103515,5353260000
2009-01-28 00:00:00+00:00,42648.60043028137,42832.54424453247,41264.857052173465,41264.857052173465,6199180000
2009-01-29 00:00:00+00:00,41304.52886441164,42465.26264050417,41256.14507059939,42465.26264050417,5067060000
2009-02-02 00:00:00+00:00,40384.65148968506,40645.91229951475,39769.66389093781,40269.67893593595,5673270000
2009-02-03 00:00:00+00:00,40865.62388711608,41064.952461584464,40060.01637829467,40240.828009380486,5886310000
2009-02-04 00:00:00+00:00,40405.59668963961,41358.16704682773,40257.51673630555,40674.5711188931,6420450000
2009-02-05 00:00:00+00:00,41205.58168973541,41434.5427851181,39941.91446684417,40518.70137691498,6624030000
2009-02-09 00:00:00+00:00,42220.98114039702,42469.48521981109,41821.04498016508,42140.895556594245,5574370000
2009-02-10 00:00:00+00:00,40193.35663250857,42180.284185621655,39990.72882688325,42122.94598263642,6770170000
2009-02-11 00:00:00+00:00,40526.434870161116,40744.19776844233,39970.359211938456,40218.74538864009,5926460000
2009-02-12 00:00:00+00:00,40713.00842536194,40727.14398473874,39390.50203263061,40455.62282852596,6476460000
2009-02-17 00:00:00+00:00,39024.45625699614,40480.26440018462,39024.45625699614,40480.26440018462,5907820000
2009-02-18 00:00:00+00:00,39338.21540821227,39724.90166175994,38939.554841810605,39469.938940304564,5740710000
2009-02-19 00:00:00+00:00,38635.42293252563,39559.967630645726,38540.68826747127,39080.33346571354,5746940000
2009-02-23 00:00:00+00:00,36647.65511880093,38349.55804831395,36600.324117292184,38122.770060539246,6509300000
2009-02-24 00:00:00+00:00,38482.26974423276,38599.23742495943,37066.19888612884,37066.19888612884,7234490000
2009-02-25 00:00:00+00:00,38055.30517430417,38812.52914000489,37457.78318163939,38340.881162138656,7483640000
2009-02-26 00:00:00+00:00,37786.04522865359,39120.64882881101,37731.83700942993,38435.02743839845,7599970000
2009-03-02 00:00:00+00:00,36124.46910273866,37606.416643975535,36066.73783282167,37606.416643975535,7868290000
2009-03-03 00:00:00+00:00,36131.8682142743,36927.843699788216,35922.754024334725,36552.68724368653,7583230000
2009-03-04 00:00:00+00:00,36664.32902323548,37242.939014309086,35930.393390026875,35930.393390026875,7673620000
2009-03-05 00:00:00+00:00,35283.05706055602,36612.60268161073,35044.23564929748,36612.60268161073,7507250000
2009-03-11 00:00:00+00:00,36851.395154990256,37390.86317479983,36467.73880710453,36760.97505785152,7287810000
2009-03-12 00:00:00+00:00,38758.45265104249,38856.02843522094,36900.91423891112,37217.38799426146,7326630000
2009-03-16 00:00:00+00:00,38666.26606563479,39724.871807172894,38639.59478313476,38920.14724897221,7883540000
2009-03-17 00:00:00+00:00,39913.66372475587,39913.66372475587,38467.65760114137,38670.27347006835,6156800000
2009-03-18 00:00:00+00:00,40694.54888564302,41139.73770673829,39223.73759995727,39754.99244506378,9098450000
2009-03-19 00:00:00+00:00,39448.18680843874,40414.21620680299,39336.49120431091,40146.545362675795,9033870000
2009-03-23 00:00:00+00:00,41396.167523491196,41418.80493793823,38850.28277712036,38850.28277712036,7715770000
2009-03-24 00:00:00+00:00,40570.406400833745,41452.65769977262,40538.1957441736,41299.15484505007,6767980000
2009-03-25 00:00:00+00:00,41017.11008448852,41667.2326066168,39882.67313675629,40660.80292990082,7687180000
2009-03-26 00:00:00+00:00,41931.1693816809,41937.21065593138,40984.66518363403,40984.66518363403,6992960000
2009-03-30 00:00:00+00:00,39993.92532024811,41087.81157293426,39601.87122538848,41087.81157293426,5912660000
