Date,Close,High,Low,Open,Volume,Close_nifty_index,High_nifty_index,Low_nifty_index,Open_nifty_index,Volume_nifty_index,Close_sensex,High_sensex,Low_sensex,Open_sensex,Volume_sensex,Close_sp500,High_sp500,Low_sp500,Open_sp500,Volume_sp500,Close_nasdaq,High_nasdaq,Low_nasdaq,Open_nasdaq,Volume_nasdaq,USD_INR,Close_SP500_INR,High_SP500_INR,Low_SP500_INR,Open_SP500_INR,Close_NASDAQ_INR,High_NASDAQ_INR,Low_NASDAQ_INR,Open_NASDAQ_INR,SP500_Correlation,Sensex_Correlation,50_MA,200_MA,1_day_return,5_day_return,10_day_return,Bollinger_Upper,Bollinger_Lower,Volatility_20,RSI_14,12_EMA,26_EMA,MACD,MACD_Signal,OBV
2009-01-05 00:00:00+00:00,31.124000549316406,31.479999542236328,30.60300064086914,31.100000381469727,1418730,3112.800048828125,3141.800048828125,3056.10009765625,3121.5,0,10335.9296875,10392.1201171875,10150.6796875,10241.509765625,55600,44729.986723643495,45172.728591244195,44348.01386714447,44812.93919084198,5413910000,78518.26043200959,79117.74360624328,77389.70065240143,78202.35812647827,1816580000,48.229000091552734,2157282.533789755,2178635.531362803,2138860.3648586925,2161283.248337865,3786857.189563952,3815769.663628953,3732427.879849907,3771621.5372415604,,,31.124000549316406,31.124000549316406,-0.05972886283440182,-0.11161807188897621,-0.10933684031195112,32.82352462195217,27.565475317012677,1.3145123262348726,0.0,31.124000549316406,31.124000549316406,0.0,0.0,0.0
2009-01-06 00:00:00+00:00,29.26499938964844,31.5,28.899999618530273,31.3799991607666,5724640,2920.39990234375,3147.199951171875,2888.199951171875,3112.800048828125,0,9586.8798828125,10469.7197265625,9510.150390625,10424.9599609375,217600,45337.62509046937,45781.44407393644,44977.71881148685,45166.40101565397,5392620000,80148.69390177308,80791.3851659256,79366.30799770355,79663.15836739959,2137640000,48.505001068115234,2199101.553439025,2220628.993706145,2181644.298992556,2190796.329507217,3887612.483313544,3918786.223767731,3849662.8542009736,3864061.5817001504,,,30.194499969482422,30.194499969482422,-0.05972886283440182,-0.11161807188897621,-0.10933684031195112,32.82352462195217,27.565475317012677,1.3145123262348726,0.0,30.83800037090595,30.986296759711372,-0.14829638880542362,-0.029659277761084724,-5724640.0
2009-01-08 00:00:00+00:00,28.854999542236328,29.5,28.030000686645508,29.0,1820800,2873.0,2929.85009765625,2810.25,2919.949951171875,0,9406.4697265625,9630.400390625,9250.8203125,9434.849609375,158200,43999.09203232266,44012.151527404785,43374.21703718719,43805.63202560879,4991550000,78206.69183641206,78206.69183641206,76623.70627610479,76912.44391918182,1968160000,48.3650016784668,2128016.1599943005,2128647.7824958675,2097794.0798057416,2118659.466444868,3782466.781935405,3782466.781935405,3705905.682654155,3719870.479246212,,,29.74799982706706,29.74799982706706,-0.014009904526331107,-0.11161807188897621,-0.10933684031195112,32.16631201488941,27.329687639244707,1.2091560939111754,0.0,30.532923320341393,30.828422891750257,-0.2954995714088646,-0.08282733649064071,-7545440.0
2009-01-12 00:00:00+00:00,27.636999130249023,28.190000534057617,27.51099967956543,27.700000762939453,1743530,2744.949951171875,2802.60009765625,2720.800048828125,2775.0,0,9071.3603515625,9261.0,8992.919921875,9042.3603515625,45200,42200.64889816102,43177.27850017091,41912.60629632813,43177.27850017091,4725050000,74619.00746646151,76300.22133812681,74095.77688598633,76299.73594456632,1763590000,48.492000579833984,2046393.8908389944,2093752.6140659414,2032426.128823897,2093752.6140659414,3618424.9533302877,3699950.3773699068,3593052.4557184987,3699926.8396650897,,,29.22024965286255,29.22024965286255,-0.04221107022387793,-0.11161807188897621,-0.10933684031195112,32.11077668101497,26.329722624710133,1.4452635140762085,0.0,30.087396521865642,30.592021131639054,-0.504624609773412,-0.16718679114719495,-9288970.0
2009-01-13 00:00:00+00:00,28.492000579833984,28.799999237060547,27.799999237060547,27.799999237060547,900410,2835.300048828125,2853.25,2748.39990234375,2748.39990234375,0,9370.490234375,9412.9697265625,9071.3603515625,9223.16015625,32000,42604.37529502413,42859.967417733744,42126.91743375547,42506.63529716036,5567460000,75575.49663921818,76137.01244969945,74647.45583674777,75133.71590546565,1965570000,48.869998931884766,2082075.775161447,2094566.5619252638,2058742.4099912276,2077299.2215702422,3693374.4400352533,3720815.7170937094,3648021.0870097787,3671784.6160486396,,,29.074599838256837,29.074599838256837,0.030936841064236553,-0.11161807188897621,-0.10933684031195112,31.661226453223385,26.48797322329029,1.293313307483274,19.691406833416792,29.84195099232231,30.43646405372757,-0.5945130614052587,-0.25265204519880774,-8388560.0
2009-01-14 00:00:00+00:00,27.649999618530273,28.065000534057617,27.299999237060547,27.98500061035156,1200560,2736.699951171875,2832.300048828125,2701.75,2832.300048828125,0,9046.740234375,9123.7802734375,8946.6201171875,9000.6201171875,37600,40993.46404818725,42193.17474865727,40716.64542073058,42193.17474865727,5407880000,72470.98898565676,74368.82602027897,72257.90174142458,74031.1919215545,1919980000,48.650001525878906,1994332.0884953716,2052698.0159038515,1980864.861847213,2052698.0159038515,3525713.724734155,3618043.4993643947,3515347.0299771135,3601617.599946261,,,28.83716646830241,28.83716646830241,-0.02955218812889049,-0.11161807188897621,-0.10933684031195112,31.426664550988054,26.247668385616766,1.294749041342822,16.49307133309368,29.504727704046612,30.23005928074999,-0.725331576703379,-0.347187951499722,-9589120.0
2009-01-15 00:00:00+00:00,28.51099967956543,28.690000534057617,27.719999313354492,27.850000381469727,689330,2828.449951171875,2835.64990234375,2724.199951171875,2737.0,0,9323.58984375,9342.4697265625,9125.650390625,9125.650390625,35400,41064.82377977297,41446.88504774775,39765.33423454594,40979.65128297731,7807350000,73581.24836821295,74055.29367508553,70898.55830678716,72492.01357154548,2507870000,48.66999816894531,1998624.8981696123,2017219.81938237,1935378.7443828492,1994479.5529065232,3581199.2233496346,3604271.0075671203,3450632.7029721937,3528186.1677902774,,,28.790571212768555,28.790571212768555,0.031139243143357476,-0.025764555810984024,-0.10933684031195112,31.167272336805528,26.41387008873158,1.1883505620184869,28.38710349181828,29.351846469511045,30.1027215325141,-0.7508750630030541,-0.4279253738003884,-8899790.0
2009-01-20 00:00:00+00:00,27.535999298095703,28.200000762939453,27.309999465942383,28.200000762939453,1264160,2706.14990234375,2787.300048828125,2690.199951171875,2777.39990234375,0,8779.169921875,9051.3095703125,8734.9296875,8900.7802734375,32400,39382.50386657286,41555.04381351685,39345.82211627531,41555.04381351685,6375230000,70471.0215951898,74432.16105969388,70471.0215951898,74378.8519209558,1989610000,48.90900039672851,1926158.897234374,2032415.6543613663,1924364.8294945185,2032415.6543613663,3446667.223157001,3640402.5947979284,3446667.223157001,3637795.2981102383,,,28.63374972343445,28.63374972343445,-0.034197341111421475,-0.045711324382797014,-0.10933684031195112,31.006243192032784,26.261256254836113,1.186246734299168,24.44445108604691,29.072485366216377,29.91259395959422,-0.8401085933778418,-0.5103620177158791,-10163950.0
2009-01-21 00:00:00+00:00,27.350000381469727,27.899999618530273,27.200000762939453,27.899999618530273,970500,2713.800048828125,2744.85009765625,2681.39990234375,2714.699951171875,0,8813.83984375,8927.6904296875,8699.3203125,8905.9697265625,39200,41283.510952985846,41356.2268324988,39517.67083387147,39639.03090183623,6467830000,74046.86679717014,74068.98024551757,70992.272061734,72048.63154926756,2120080000,49.132999420166016,2028382.719715471,2031955.4689814178,1941621.6981669182,1947584.4823158623,3638144.6634104704,3639231.163455303,3488063.2620454445,3539965.372133918,,,28.49111090766059,28.49111090766059,-0.006754754552846021,-0.010384584354716453,-0.10933684031195112,30.869678658383137,26.112543156938045,1.1892838753612733,23.81349918383195,28.807487676255352,29.722772213066477,-0.9152845368111251,-0.5913465215349283,-11134450.0
2009-01-22 00:00:00+00:00,27.211000442504883,27.600000381469727,27.040000915527344,27.399999618530273,875460,2678.550048828125,2765.550048828125,2661.64990234375,2705.449951171875,0,8674.349609375,8858.83984375,8631.599609375,8804.150390625,44000,40614.52856063843,41215.27953702025,39818.92445142148,41215.27953702025,5843830000,71927.71608906798,73251.92054503597,70876.89017405268,72190.78953697812,2286190000,49.08100128173828,1993401.7283418907,2022887.1877836925,1954352.6820376576,2022887.1877836925,3530284.325560053,3595277.6061607013,3478708.737478303,3543196.2337941215,,,28.36309986114502,28.36309986114502,-0.005082264607901732,-0.04495999267372486,-0.10933684031195112,30.747305632676188,25.978894089613853,1.1921028857655829,23.362842475402488,28.561874255678358,29.53671504487673,-0.974840789198371,-0.6680453750676169,-12009910.0
